;Tweets;Label;step01;tokens;tokens_perbaikan;Stop_removal;step02;ProcessedText
213; gimana Pak untuk harga STB yg mahal seperti ini;0;gimana pak untuk harga allcaps stb allcaps yg mahal seperti ini;['gimana', 'pak', 'untuk', 'harga', 'allcaps', 'stb', 'allcaps', 'yg', 'mahal', 'seperti', 'ini'];['bagaimana', 'pak', 'untuk', 'harga', 'allcaps', 'stb', 'allcaps', 'yang', 'mahal', 'seperti', 'ini'];['harga', 'allcaps', 'stb', 'allcaps', 'mahal'];harga allcaps stb allcaps mahal;harga allcaps stb allcaps mahal
214; harga STB di sejumlah daerah melambung tinggi, dan juga stok menjadi langka, solusi pemerintah seperti apa pak?;2;harga allcaps stb allcaps di sejumlah daerah melambung tinggi dan juga stok menjadi langka solusi pemerintah seperti apa pak;['harga', 'allcaps', 'stb', 'allcaps', 'di', 'sejumlah', 'daerah', 'melambung', 'tinggi', 'dan', 'juga', 'stok', 'menjadi', 'langka', 'solusi', 'pemerintah', 'seperti', 'apa', 'pak'];['harga', 'allcaps', 'stb', 'allcaps', 'di', 'sejumlah', 'daerah', 'melambung', 'tinggi', 'dan', 'juga', 'stok', 'menjadi', 'langka', 'solusi', 'pemerintah', 'seperti', 'apa', 'pak'];['harga', 'allcaps', 'stb', 'allcaps', 'daerah', 'melambung', 'stok', 'langka', 'solusi', 'pemerintah'];harga allcaps stb allcaps daerah melambung stok langka solusi pemerintah;harga allcaps stb allcaps daerah lambung stok langka solusi perintah
215; Pak untuk harga STB ini ko di daerah saya mahal banget;0;pak untuk harga allcaps stb allcaps ini ko di daerah saya mahal banget;['pak', 'untuk', 'harga', 'allcaps', 'stb', 'allcaps', 'ini', 'ko', 'di', 'daerah', 'saya', 'mahal', 'banget'];['pak', 'untuk', 'harga', 'allcaps', 'stb', 'allcaps', 'ini', 'ko', 'di', 'daerah', 'saya', 'mahal', 'banget'];['harga', 'allcaps', 'stb', 'allcaps', 'ko', 'daerah', 'mahal', 'banget'];harga allcaps stb allcaps ko daerah mahal banget;harga allcaps stb allcaps ko daerah mahal banget
216; pak udah harga STB mahal terus sinyal nya ga stabil lagi;0;pak udah harga allcaps stb allcaps mahal terus sinyal nya ga stabil lagi;['pak', 'udah', 'harga', 'allcaps', 'stb', 'allcaps', 'mahal', 'terus', 'sinyal', 'nya', 'ga', 'stabil', 'lagi'];['pak', 'sudah', 'harga', 'allcaps', 'stb', 'allcaps', 'mahal', 'terus', 'sinyal', 'nya', 'tidak', 'stabil', 'lagi'];['harga', 'allcaps', 'stb', 'allcaps', 'mahal', 'sinyal', 'nya', 'stabil'];harga allcaps stb allcaps mahal sinyal nya stabil;harga allcaps stb allcaps mahal sinyal nya stabil
217; ini harga STB mahal banget loh pak, apakah pemerintah akan memberikan bantuan kepada masyarakat? menurut sa… ;0;ini harga allcaps stb allcaps mahal banget loh pak apakah pemerintah akan memberikan bantuan kepada masyarakat menurut sa;['ini', 'harga', 'allcaps', 'stb', 'allcaps', 'mahal', 'banget', 'loh', 'pak', 'apakah', 'pemerintah', 'akan', 'memberikan', 'bantuan', 'kepada', 'masyarakat', 'menurut', 'sa'];['ini', 'harga', 'allcaps', 'stb', 'allcaps', 'mahal', 'banget', 'loh', 'pak', 'apakah', 'pemerintah', 'akan', 'memberikan', 'bantuan', 'kepada', 'masyarakat', 'menurut', 'sa'];['harga', 'allcaps', 'stb', 'allcaps', 'mahal', 'banget', 'loh', 'pemerintah', 'bantuan', 'masyarakat', 'sa'];harga allcaps stb allcaps mahal banget loh pemerintah bantuan masyarakat sa;harga allcaps stb allcaps mahal banget loh perintah bantu masyarakat sa
218; ini harga STB mahal banget loh pak, apakah pemerintah akan memberikan bantuan kepada masyarakat? menuru… ;0;ini harga allcaps stb allcaps mahal banget loh pak apakah pemerintah akan memberikan bantuan kepada masyarakat menuru;['ini', 'harga', 'allcaps', 'stb', 'allcaps', 'mahal', 'banget', 'loh', 'pak', 'apakah', 'pemerintah', 'akan', 'memberikan', 'bantuan', 'kepada', 'masyarakat', 'menuru'];['ini', 'harga', 'allcaps', 'stb', 'allcaps', 'mahal', 'banget', 'loh', 'pak', 'apakah', 'pemerintah', 'akan', 'memberikan', 'bantuan', 'kepada', 'masyarakat', 'menuru'];['harga', 'allcaps', 'stb', 'allcaps', 'mahal', 'banget', 'loh', 'pemerintah', 'bantuan', 'masyarakat', 'menuru'];harga allcaps stb allcaps mahal banget loh pemerintah bantuan masyarakat menuru;harga allcaps stb allcaps mahal banget loh perintah bantu masyarakat menuru
219; Dibalik harga STB yang mahal, siapakah yg diuntungkan di balik ini?;0;dibalik harga allcaps stb allcaps yang mahal siapakah yg diuntungkan di balik ini;['dibalik', 'harga', 'allcaps', 'stb', 'allcaps', 'yang', 'mahal', 'siapakah', 'yg', 'diuntungkan', 'di', 'balik', 'ini'];['dibalik', 'harga', 'allcaps', 'stb', 'allcaps', 'yang', 'mahal', 'siapakah', 'yang', 'diuntungkan', 'di', 'balik', 'ini'];['dibalik', 'harga', 'allcaps', 'stb', 'allcaps', 'mahal', 'diuntungkan'];dibalik harga allcaps stb allcaps mahal diuntungkan;balik harga allcaps stb allcaps mahal untung
220; Hanya berharap pemerintah bisa meringankan harga STB;1;hanya berharap pemerintah bisa meringankan harga allcaps stb allcaps;['hanya', 'berharap', 'pemerintah', 'bisa', 'meringankan', 'harga', 'allcaps', 'stb', 'allcaps'];['hanya', 'berharap', 'pemerintah', 'bisa', 'meringankan', 'harga', 'allcaps', 'stb', 'allcaps'];['berharap', 'pemerintah', 'meringankan', 'harga', 'allcaps', 'stb', 'allcaps'];berharap pemerintah meringankan harga allcaps stb allcaps;harap perintah ringan harga allcaps stb allcaps
222; Pak harga STB mahal banget dan sekarang kami masyarakat jadi susah untuk mendapatkan informasi karena p… ;0;pak harga allcaps stb allcaps mahal banget dan sekarang kami masyarakat jadi susah untuk mendapatkan informasi karena;['pak', 'harga', 'allcaps', 'stb', 'allcaps', 'mahal', 'banget', 'dan', 'sekarang', 'kami', 'masyarakat', 'jadi', 'susah', 'untuk', 'mendapatkan', 'informasi', 'karena'];['pak', 'harga', 'allcaps', 'stb', 'allcaps', 'mahal', 'banget', 'dan', 'sekarang', 'kami', 'masyarakat', 'jadi', 'susah', 'untuk', 'mendapatkan', 'informasi', 'karena'];['harga', 'allcaps', 'stb', 'allcaps', 'mahal', 'banget', 'masyarakat', 'susah', 'informasi'];harga allcaps stb allcaps mahal banget masyarakat susah informasi;harga allcaps stb allcaps mahal banget masyarakat susah informasi
223; Pak ini beneran tv analog tidak dapat beroperasi lagi? Harga STB sedikit membuat masyarakat mikir mau beli,… ;0;pak ini beneran tv analog tidak dapat beroperasi lagi harga allcaps stb allcaps sedikit membuat masyarakat mikir mau beli;['pak', 'ini', 'beneran', 'tv', 'analog', 'tidak', 'dapat', 'beroperasi', 'lagi', 'harga', 'allcaps', 'stb', 'allcaps', 'sedikit', 'membuat', 'masyarakat', 'mikir', 'mau', 'beli'];['pak', 'ini', 'serius', 'tv', 'analog', 'tidak', 'dapat', 'beroperasi', 'lagi', 'harga', 'allcaps', 'stb', 'allcaps', 'sedikit', 'membuat', 'masyarakat', 'mikir', 'mau', 'beli'];['serius', 'tv', 'analog', 'beroperasi', 'harga', 'allcaps', 'stb', 'allcaps', 'masyarakat', 'mikir', 'beli'];serius tv analog beroperasi harga allcaps stb allcaps masyarakat mikir beli;serius tv analog operasi harga allcaps stb allcaps masyarakat mikir beli
224;wts lfb ina (not on hand items)  pc the boyz tbz stb she's the boss new chanhee  harga sudah dalam idr  ✔️ jp fees ❌️…;2;wts lfb ina not on hand items pc the boyz tbz stb she the boss new chanhee harga sudah dalam idr jp fees;['wts', 'lfb', 'ina', 'not', 'on', 'hand', 'items', 'pc', 'the', 'boyz', 'tbz', 'stb', 'she', 'the', 'boss', 'new', 'chanhee', 'harga', 'sudah', 'dalam', 'idr', 'jp', 'fees'];['wts', 'lfb', 'ina', 'not', 'on', 'hand', 'items', 'pc', 'the', 'boyz', 'tbz', 'stb', 'she', 'the', 'boss', 'new', 'chanhee', 'harga', 'sudah', 'dalam', 'idr', 'jp', 'fees'];['wts', 'lfb', 'ina', 'not', 'on', 'hand', 'items', 'pc', 'the', 'boyz', 'tbz', 'stb', 'she', 'the', 'boss', 'new', 'chanhee', 'harga', 'idr', 'jp', 'fees'];wts lfb ina not on hand items pc the boyz tbz stb she the boss new chanhee harga idr jp fees;wts lfb ina not on hand items pc the boyz tbz stb she the boss new chanhee harga idr jp fees
225; Harga stb sudah mahal ditambah tingkat keamana yang kurang;0;harga stb sudah mahal ditambah tingkat keamana yang kurang;['harga', 'stb', 'sudah', 'mahal', 'ditambah', 'tingkat', 'keamana', 'yang', 'kurang'];['harga', 'stb', 'sudah', 'mahal', 'ditambah', 'tingkat', 'keamana', 'yang', 'kurang'];['harga', 'stb', 'mahal', 'ditambah', 'tingkat', 'keamana'];harga stb mahal ditambah tingkat keamana;harga stb mahal tambah tingkat keamana
226; Peralihan tv digital tdk masimal harga stb mahal dan sinyal tdk stabil. Kasihan masyarakat kebawah yg tdk mampu;0;peralihan tv digital tdk masimal harga stb mahal dan sinyal tdk stabil kasihan masyarakat kebawah yg tdk mampu;['peralihan', 'tv', 'digital', 'tdk', 'masimal', 'harga', 'stb', 'mahal', 'dan', 'sinyal', 'tdk', 'stabil', 'kasihan', 'masyarakat', 'kebawah', 'yg', 'tdk', 'mampu'];['peralihan', 'tv', 'digital', 'tidak', 'masimal', 'harga', 'stb', 'mahal', 'dan', 'sinyal', 'tidak', 'stabil', 'kasihan', 'masyarakat', 'kebawah', 'yang', 'tidak', 'mampu'];['peralihan', 'tv', 'digital', 'masimal', 'harga', 'stb', 'mahal', 'sinyal', 'stabil', 'kasihan', 'masyarakat', 'kebawah'];peralihan tv digital masimal harga stb mahal sinyal stabil kasihan masyarakat kebawah;alih tv digital masimal harga stb mahal sinyal stabil kasihan masyarakat bawah
228;Harga stb mundak kabeh ya;1;harga stb mundak kabeh ya;['harga', 'stb', 'mundak', 'kabeh', 'ya'];['harga', 'stb', 'mundak', 'kabeh', 'iya'];['harga', 'stb', 'mundak', 'kabeh', 'iya'];harga stb mundak kabeh iya;harga stb mundak kabeh iya
230; kan nonton tv mah hak semua rakyat, tapi sekarang malah wajib beli stb, yang mana harga stb mahal juga jadi ga semua mampu;0;kan nonton tv mah hak semua rakyat tapi sekarang malah wajib beli stb yang mana harga stb mahal juga jadi ga semua mampu;['kan', 'nonton', 'tv', 'mah', 'hak', 'semua', 'rakyat', 'tapi', 'sekarang', 'malah', 'wajib', 'beli', 'stb', 'yang', 'mana', 'harga', 'stb', 'mahal', 'juga', 'jadi', 'ga', 'semua', 'mampu'];['kan', 'nonton', 'tv', 'mah', 'hak', 'semua', 'rakyat', 'tapi', 'sekarang', 'malah', 'wajib', 'beli', 'stb', 'yang', 'mana', 'harga', 'stb', 'mahal', 'juga', 'jadi', 'tidak', 'semua', 'mampu'];['nonton', 'tv', 'mah', 'hak', 'rakyat', 'wajib', 'beli', 'stb', 'harga', 'stb', 'mahal'];nonton tv mah hak rakyat wajib beli stb harga stb mahal;nonton tv mah hak rakyat wajib beli stb harga stb mahal
231; Untuk Harga STB ini kobisa semahal ini Pak? apakah dari pemerintah sendiri ini akan memberikan bantuan… ;0;untuk harga allcaps stb allcaps ini kobisa semahal ini pak apakah dari pemerintah sendiri ini akan memberikan bantuan;['untuk', 'harga', 'allcaps', 'stb', 'allcaps', 'ini', 'kobisa', 'semahal', 'ini', 'pak', 'apakah', 'dari', 'pemerintah', 'sendiri', 'ini', 'akan', 'memberikan', 'bantuan'];['untuk', 'harga', 'allcaps', 'stb', 'allcaps', 'ini', 'kobisa', 'semahal', 'ini', 'pak', 'apakah', 'dari', 'pemerintah', 'sendiri', 'ini', 'akan', 'memberikan', 'bantuan'];['harga', 'allcaps', 'stb', 'allcaps', 'kobisa', 'semahal', 'pemerintah', 'bantuan'];harga allcaps stb allcaps kobisa semahal pemerintah bantuan;harga allcaps stb allcaps kobisa mahal perintah bantu
232; Harga bahan kebutuhan pokok naik, semuanya naik.. STB juga ikutan naik semenjak dialihkannya TV analog… ;1;harga bahan kebutuhan pokok naik semuanya naik repeated allcaps stb allcaps juga ikutan naik semenjak dialihkannya tv analog;['harga', 'bahan', 'kebutuhan', 'pokok', 'naik', 'semuanya', 'naik', 'repeated', 'allcaps', 'stb', 'allcaps', 'juga', 'ikutan', 'naik', 'semenjak', 'dialihkannya', 'tv', 'analog'];['harga', 'bahan', 'kebutuhan', 'pokok', 'naik', 'semuanya', 'naik', 'repeated', 'allcaps', 'stb', 'allcaps', 'juga', 'ikutan', 'naik', 'semenjak', 'dialihkannya', 'tv', 'analog'];['harga', 'bahan', 'kebutuhan', 'pokok', 'repeated', 'allcaps', 'stb', 'allcaps', 'ikutan', 'semenjak', 'dialihkannya', 'tv', 'analog'];harga bahan kebutuhan pokok repeated allcaps stb allcaps ikutan semenjak dialihkannya tv analog;harga bahan butuh pokok repeated allcaps stb allcaps ikut semenjak alih tv analog
233; kesannya rakyat kecil jadi dipaksa beli stb yang mahal ya, bahkan tv digital, padahal belum tentu semua mampu;0;kesannya rakyat kecil jadi dipaksa beli stb yang mahal ya bahkan tv digital padahal belum tentu semua mampu;['kesannya', 'rakyat', 'kecil', 'jadi', 'dipaksa', 'beli', 'stb', 'yang', 'mahal', 'ya', 'bahkan', 'tv', 'digital', 'padahal', 'belum', 'tentu', 'semua', 'mampu'];['kesannya', 'rakyat', 'kecil', 'jadi', 'dipaksa', 'beli', 'stb', 'yang', 'mahal', 'iya', 'bahkan', 'tv', 'digital', 'padahal', 'belum', 'tentu', 'semua', 'mampu'];['kesannya', 'rakyat', 'dipaksa', 'beli', 'stb', 'mahal', 'iya', 'tv', 'digital'];kesannya rakyat dipaksa beli stb mahal iya tv digital;kesan rakyat paksa beli stb mahal iya tv digital
234; Semenjak dialihkannya TV analog ke TV digital banyak masyarakat yang sekarang tidak bisa menikmati acara TV… ;2;semenjak dialihkannya tv analog ke tv digital banyak masyarakat yang sekarang tidak bisa menikmati acara tv;['semenjak', 'dialihkannya', 'tv', 'analog', 'ke', 'tv', 'digital', 'banyak', 'masyarakat', 'yang', 'sekarang', 'tidak', 'bisa', 'menikmati', 'acara', 'tv'];['semenjak', 'dialihkannya', 'tv', 'analog', 'ke', 'tv', 'digital', 'banyak', 'masyarakat', 'yang', 'sekarang', 'tidak', 'bisa', 'menikmati', 'acara', 'tv'];['semenjak', 'dialihkannya', 'tv', 'analog', 'tv', 'digital', 'masyarakat', 'menikmati', 'acara', 'tv'];semenjak dialihkannya tv analog tv digital masyarakat menikmati acara tv;semenjak alih tv analog tv digital masyarakat nikmat acara tv
235; Kenapa TV analog dialihkan ke TV digital? Padahal sudah enak pake TV digital gausah repot2 beli STB malah d… ;2;kenapa tv analog dialihkan ke tv digital padahal sudah enak pake tv digital gausah repot2 beli allcaps stb allcaps malah;['kenapa', 'tv', 'analog', 'dialihkan', 'ke', 'tv', 'digital', 'padahal', 'sudah', 'enak', 'pake', 'tv', 'digital', 'gausah', 'repot2', 'beli', 'allcaps', 'stb', 'allcaps', 'malah'];['kenapa', 'tv', 'analog', 'dialihkan', 'ke', 'tv', 'digital', 'padahal', 'sudah', 'enak', 'pakai', 'tv', 'digital', 'gausah', 'repot2', 'beli', 'allcaps', 'stb', 'allcaps', 'malah'];['tv', 'analog', 'dialihkan', 'tv', 'digital', 'enak', 'pakai', 'tv', 'digital', 'gausah', 'repot2', 'beli', 'allcaps', 'stb', 'allcaps'];tv analog dialihkan tv digital enak pakai tv digital gausah repot2 beli allcaps stb allcaps;tv analog alih tv digital enak pakai tv digital gausah repot2 beli allcaps stb allcaps
236; Semenjak dialihkannya TV analog ke TV digital, sudah ga bisa menikmati acara TV lagi karena STB di sini ga keluar sinyalnya;2;semenjak dialihkannya tv analog ke tv digital sudah ga bisa menikmati acara tv lagi karena allcaps stb allcaps di sini ga keluar sinyalnya;['semenjak', 'dialihkannya', 'tv', 'analog', 'ke', 'tv', 'digital', 'sudah', 'ga', 'bisa', 'menikmati', 'acara', 'tv', 'lagi', 'karena', 'allcaps', 'stb', 'allcaps', 'di', 'sini', 'ga', 'keluar', 'sinyalnya'];['semenjak', 'dialihkannya', 'tv', 'analog', 'ke', 'tv', 'digital', 'sudah', 'tidak', 'bisa', 'menikmati', 'acara', 'tv', 'lagi', 'karena', 'allcaps', 'stb', 'allcaps', 'di', 'sini', 'tidak', 'keluar', 'sinyalnya'];['semenjak', 'dialihkannya', 'tv', 'analog', 'tv', 'digital', 'menikmati', 'acara', 'tv', 'allcaps', 'stb', 'allcaps', 'sinyalnya'];semenjak dialihkannya tv analog tv digital menikmati acara tv allcaps stb allcaps sinyalnya;semenjak alih tv analog tv digital nikmat acara tv allcaps stb allcaps sinyal
237; Semenjak dialihkannya TV analog ke TV digital jadi gabisa nonton TV lagi karena STB di sini ga ada sinyalnya;1;semenjak dialihkannya tv analog ke tv digital jadi gabisa nonton tv lagi karena allcaps stb allcaps di sini ga ada sinyalnya;['semenjak', 'dialihkannya', 'tv', 'analog', 'ke', 'tv', 'digital', 'jadi', 'gabisa', 'nonton', 'tv', 'lagi', 'karena', 'allcaps', 'stb', 'allcaps', 'di', 'sini', 'ga', 'ada', 'sinyalnya'];['semenjak', 'dialihkannya', 'tv', 'analog', 'ke', 'tv', 'digital', 'jadi', 'gabisa', 'nonton', 'tv', 'lagi', 'karena', 'allcaps', 'stb', 'allcaps', 'di', 'sini', 'tidak', 'ada', 'sinyalnya'];['semenjak', 'dialihkannya', 'tv', 'analog', 'tv', 'digital', 'gabisa', 'nonton', 'tv', 'allcaps', 'stb', 'allcaps', 'sinyalnya'];semenjak dialihkannya tv analog tv digital gabisa nonton tv allcaps stb allcaps sinyalnya;semenjak alih tv analog tv digital gabisa nonton tv allcaps stb allcaps sinyal
238; sebenarnya siapa yang diuntungkan dengan pengalihan TV analog ke TV digital yang harus beli STB agar bisa ada sinyalnya?;1;sebenarnya siapa yang diuntungkan dengan pengalihan tv analog ke tv digital yang harus beli allcaps stb allcaps agar bisa ada sinyalnya;['sebenarnya', 'siapa', 'yang', 'diuntungkan', 'dengan', 'pengalihan', 'tv', 'analog', 'ke', 'tv', 'digital', 'yang', 'harus', 'beli', 'allcaps', 'stb', 'allcaps', 'agar', 'bisa', 'ada', 'sinyalnya'];['sebenarnya', 'siapa', 'yang', 'diuntungkan', 'dengan', 'pengalihan', 'tv', 'analog', 'ke', 'tv', 'digital', 'yang', 'harus', 'beli', 'allcaps', 'stb', 'allcaps', 'agar', 'bisa', 'ada', 'sinyalnya'];['diuntungkan', 'pengalihan', 'tv', 'analog', 'tv', 'digital', 'beli', 'allcaps', 'stb', 'allcaps', 'sinyalnya'];diuntungkan pengalihan tv analog tv digital beli allcaps stb allcaps sinyalnya;untung alih tv analog tv digital beli allcaps stb allcaps sinyal
239; semoga dengan adanya peralihan saluran tv digital ini masyarakat yg tidak mampu membeli STB ini, bisa menda… ;0;semoga dengan adanya peralihan saluran tv digital ini masyarakat yg tidak mampu membeli allcaps stb allcaps ini bisa menda;['semoga', 'dengan', 'adanya', 'peralihan', 'saluran', 'tv', 'digital', 'ini', 'masyarakat', 'yg', 'tidak', 'mampu', 'membeli', 'allcaps', 'stb', 'allcaps', 'ini', 'bisa', 'menda'];['semoga', 'dengan', 'adanya', 'peralihan', 'saluran', 'tv', 'digital', 'ini', 'masyarakat', 'yang', 'tidak', 'mampu', 'membeli', 'allcaps', 'stb', 'allcaps', 'ini', 'bisa', 'menda'];['semoga', 'peralihan', 'saluran', 'tv', 'digital', 'masyarakat', 'membeli', 'allcaps', 'stb', 'allcaps', 'menda'];semoga peralihan saluran tv digital masyarakat membeli allcaps stb allcaps menda;moga alih salur tv digital masyarakat beli allcaps stb allcaps menda
241;Khusus untuk yang nyinyir soal TV Digital... . ;1;khusus untuk yang nyinyir soal tv digital repeated;['khusus', 'untuk', 'yang', 'nyinyir', 'soal', 'tv', 'digital', 'repeated'];['khusus', 'untuk', 'yang', 'cerewet', 'soal', 'tv', 'digital', 'repeated'];['khusus', 'cerewet', 'tv', 'digital', 'repeated'];khusus cerewet tv digital repeated;khusus cerewet tv digital repeated
243;  Tv digital itu gratis bang, pakai antena sama stb;2;tv digital itu gratis bang pakai antena sama stb;['tv', 'digital', 'itu', 'gratis', 'bang', 'pakai', 'antena', 'sama', 'stb'];['tv', 'digital', 'itu', 'gratis', 'bang', 'pakai', 'antena', 'sama', 'stb'];['tv', 'digital', 'gratis', 'bang', 'pakai', 'antena', 'stb'];tv digital gratis bang pakai antena stb;tv digital gratis bang pakai antena stb
244;    STB gratis dibutuhkan masyarakat untuk menikmati layanan TV digital ;2;allcaps stb allcaps gratis dibutuhkan masyarakat untuk menikmati layanan tv digital;['allcaps', 'stb', 'allcaps', 'gratis', 'dibutuhkan', 'masyarakat', 'untuk', 'menikmati', 'layanan', 'tv', 'digital'];['allcaps', 'stb', 'allcaps', 'gratis', 'dibutuhkan', 'masyarakat', 'untuk', 'menikmati', 'layanan', 'tv', 'digital'];['allcaps', 'stb', 'allcaps', 'gratis', 'dibutuhkan', 'masyarakat', 'menikmati', 'layanan', 'tv', 'digital'];allcaps stb allcaps gratis dibutuhkan masyarakat menikmati layanan tv digital;allcaps stb allcaps gratis butuh masyarakat nikmat layan tv digital
245; banyak masyarakat pusing mikirin ini udah gabisa nonton. padahal sudah beli stb mahal. tv digital tdk maksimal;1;banyak masyarakat pusing mikirin ini udah gabisa nonton padahal sudah beli stb mahal tv digital tdk maksimal;['banyak', 'masyarakat', 'pusing', 'mikirin', 'ini', 'udah', 'gabisa', 'nonton', 'padahal', 'sudah', 'beli', 'stb', 'mahal', 'tv', 'digital', 'tdk', 'maksimal'];['banyak', 'masyarakat', 'pusing', 'memikirkan', 'ini', 'sudah', 'gabisa', 'nonton', 'padahal', 'sudah', 'beli', 'stb', 'mahal', 'tv', 'digital', 'tidak', 'maksimal'];['masyarakat', 'pusing', 'memikirkan', 'gabisa', 'nonton', 'beli', 'stb', 'mahal', 'tv', 'digital', 'maksimal'];masyarakat pusing memikirkan gabisa nonton beli stb mahal tv digital maksimal;masyarakat pusing pikir gabisa nonton beli stb mahal tv digital maksimal
246; belakangan ini banyak terjadi kasus stb tv digital yg meresahkan mohon ditinjau pak;2;belakangan ini banyak terjadi kasus stb tv digital yg meresahkan mohon ditinjau pak;['belakangan', 'ini', 'banyak', 'terjadi', 'kasus', 'stb', 'tv', 'digital', 'yg', 'meresahkan', 'mohon', 'ditinjau', 'pak'];['belakangan', 'ini', 'banyak', 'terjadi', 'kasus', 'stb', 'tv', 'digital', 'yang', 'meresahkan', 'mohon', 'ditinjau', 'pak'];['stb', 'tv', 'digital', 'meresahkan', 'mohon', 'ditinjau'];stb tv digital meresahkan mohon ditinjau;stb tv digital resah mohon tinjau
247; Stb TV digital banyak menyebabkan kasus seperti meledak dsb, sgt meresahkan masyarakat;2;stb tv digital banyak menyebabkan kasus seperti meledak dsb sgt meresahkan masyarakat;['stb', 'tv', 'digital', 'banyak', 'menyebabkan', 'kasus', 'seperti', 'meledak', 'dsb', 'sgt', 'meresahkan', 'masyarakat'];['stb', 'tv', 'digital', 'banyak', 'menyebabkan', 'kasus', 'seperti', 'meledak', 'dsb', 'sangat', 'meresahkan', 'masyarakat'];['stb', 'tv', 'digital', 'menyebabkan', 'meledak', 'dsb', 'meresahkan', 'masyarakat'];stb tv digital menyebabkan meledak dsb meresahkan masyarakat;stb tv digital sebab ledak dsb resah masyarakat
249; memang jika kita menabung untuk beli tv digital atau minimal stb, bisa, tapi bagaimana rakyat kecil yang ti… ;0;memang jika kita menabung untuk beli tv digital atau minimal stb bisa tapi bagaimana rakyat kecil yang ti;['memang', 'jika', 'kita', 'menabung', 'untuk', 'beli', 'tv', 'digital', 'atau', 'minimal', 'stb', 'bisa', 'tapi', 'bagaimana', 'rakyat', 'kecil', 'yang', 'ti'];['memang', 'jika', 'kita', 'menabung', 'untuk', 'beli', 'tv', 'digital', 'atau', 'minimal', 'stb', 'bisa', 'tapi', 'bagaimana', 'rakyat', 'kecil', 'yang', 'ti'];['menabung', 'beli', 'tv', 'digital', 'minimal', 'stb', 'rakyat', 'ti'];menabung beli tv digital minimal stb rakyat ti;tabung beli tv digital minimal stb rakyat ti
250; Masyarakat tdk bisa menonton tv krn stb tv digital tdk stabil. Sinyal tiap daerah juga tdk merata;0;masyarakat tdk bisa menonton tv krn stb tv digital tdk stabil sinyal tiap daerah juga tdk merata;['masyarakat', 'tdk', 'bisa', 'menonton', 'tv', 'krn', 'stb', 'tv', 'digital', 'tdk', 'stabil', 'sinyal', 'tiap', 'daerah', 'juga', 'tdk', 'merata'];['masyarakat', 'tidak', 'bisa', 'menonton', 'tv', 'karena', 'stb', 'tv', 'digital', 'tidak', 'stabil', 'sinyal', 'tiap', 'daerah', 'juga', 'tidak', 'merata'];['masyarakat', 'menonton', 'tv', 'stb', 'tv', 'digital', 'stabil', 'sinyal', 'daerah', 'merata'];masyarakat menonton tv stb tv digital stabil sinyal daerah merata;masyarakat tonton tv stb tv digital stabil sinyal daerah rata
251; keluhan maysrakat soal stb tv digital tdk stabil dan tdk bisa digunakan semakin banyak. mohon ditinjau kembali pak;2;keluhan maysrakat soal stb tv digital tdk stabil dan tdk bisa digunakan semakin banyak mohon ditinjau kembali pak;['keluhan', 'maysrakat', 'soal', 'stb', 'tv', 'digital', 'tdk', 'stabil', 'dan', 'tdk', 'bisa', 'digunakan', 'semakin', 'banyak', 'mohon', 'ditinjau', 'kembali', 'pak'];['keluhan', 'maysrakat', 'soal', 'stb', 'tv', 'digital', 'tidak', 'stabil', 'dan', 'tidak', 'bisa', 'digunakan', 'semakin', 'banyak', 'mohon', 'ditinjau', 'kembali', 'pak'];['keluhan', 'maysrakat', 'stb', 'tv', 'digital', 'stabil', 'mohon', 'ditinjau'];keluhan maysrakat stb tv digital stabil mohon ditinjau;keluh maysrakat stb tv digital stabil mohon tinjau
252; sinyal stb yg tdk stabil membuat masyarakat mengeluh. bukan karena mahal tapi stabilitas sinyal tv digital tdk maksimal;0;sinyal stb yg tdk stabil membuat masyarakat mengeluh bukan karena mahal tapi stabilitas sinyal tv digital tdk maksimal;['sinyal', 'stb', 'yg', 'tdk', 'stabil', 'membuat', 'masyarakat', 'mengeluh', 'bukan', 'karena', 'mahal', 'tapi', 'stabilitas', 'sinyal', 'tv', 'digital', 'tdk', 'maksimal'];['sinyal', 'stb', 'yang', 'tidak', 'stabil', 'membuat', 'masyarakat', 'mengeluh', 'bukan', 'karena', 'mahal', 'tapi', 'stabilitas', 'sinyal', 'tv', 'digital', 'tidak', 'maksimal'];['sinyal', 'stb', 'stabil', 'masyarakat', 'mengeluh', 'mahal', 'stabilitas', 'sinyal', 'tv', 'digital', 'maksimal'];sinyal stb stabil masyarakat mengeluh mahal stabilitas sinyal tv digital maksimal;sinyal stb stabil masyarakat keluh mahal stabilitas sinyal tv digital maksimal
